N1;N2;N3;N4;N5;E1;E2;HasWin
47;24;21;17;25;4;0;0
8;49;44;2;13;8;0;0
1;2;4;45;3;11;10;0
3;48;15;37;15;8;8;0
19;17;5;44;21;9;3;0
23;14;11;33;3;0;3;0
23;41;23;29;28;4;5;0
39;17;25;46;4;8;11;0
16;31;45;37;8;3;11;0
38;27;4;18;6;1;7;0
43;21;32;1;31;9;6;0
13;28;4;26;40;1;8;0
18;23;16;38;25;2;8;0
3;36;13;49;37;0;0;0
12;36;19;40;9;2;11;0
27;12;1;40;36;1;1;0
27;10;3;25;30;10;0;0
7;9;17;47;35;2;10;0
47;5;39;4;13;6;11;0
32;41;41;17;14;0;4;0
3;47;15;2;20;1;10;0
42;5;32;37;36;11;6;0
1;44;5;26;33;2;2;0
24;32;5;20;18;0;7;0
37;1;11;18;34;8;5;0
39;34;3;31;46;9;1;0
12;45;47;0;17;10;8;0
38;27;30;19;17;0;8;0
34;21;38;26;20;9;2;0
3;13;40;21;2;0;10;0
31;5;20;24;29;4;7;0
17;49;16;6;39;7;8;0
24;43;38;28;6;1;9;0
38;39;31;15;9;8;5;0
40;33;11;44;43;2;5;0
18;48;40;19;12;11;8;0
0;43;0;10;10;9;7;0
11;38;32;21;26;5;6;0
28;31;34;43;39;0;9;0
41;42;32;45;25;3;6;0
14;48;8;39;36;0;3;0
48;21;47;44;41;7;11;0
38;19;37;13;0;11;2;0
37;13;37;25;13;6;6;0
24;28;21;47;24;6;11;0
43;37;48;43;9;2;2;0
45;41;48;42;33;9;5;0
10;48;25;43;3;6;6;0
5;6;11;23;24;9;3;0
22;40;23;17;36;8;9;0
27;20;37;5;35;1;7;0
42;7;29;20;0;4;8;0
19;15;8;16;22;3;10;0
21;47;2;47;17;10;2;0
19;4;46;4;8;6;1;0
25;34;1;26;1;2;1;0
30;25;27;7;36;5;0;0
4;49;25;20;17;7;11;0
46;35;8;9;25;2;3;0
19;24;35;48;26;2;0;0
32;41;8;36;21;6;4;0
47;7;30;44;20;0;10;0
21;27;29;2;25;3;6;0
14;16;45;39;1;10;0;0
45;31;7;30;29;10;11;0
27;25;38;8;10;10;2;0
18;25;6;7;17;2;6;0
38;14;38;15;42;5;10;0
26;6;3;19;45;2;10;0
8;37;13;48;17;5;2;0
0;26;27;2;21;8;10;0
24;18;34;31;38;11;10;0
48;49;37;41;39;4;8;0
19;46;23;49;30;7;11;0
39;34;13;45;48;6;7;0
6;32;39;43;44;0;6;0
46;19;29;40;41;5;2;0
44;39;17;41;7;6;7;0
41;42;35;27;46;8;1;0
30;46;7;29;23;4;4;0
29;33;45;14;30;2;11;0
41;4;42;29;29;2;11;0
19;5;7;46;47;8;2;0
21;36;35;44;38;0;3;0
34;4;30;23;3;0;8;0
6;41;39;46;28;10;10;0
0;16;3;0;6;8;3;0
47;6;43;27;29;8;6;0
33;9;28;8;29;7;2;0
1;15;36;10;37;1;8;0
44;20;18;5;25;10;4;0
34;23;43;6;16;1;10;0
45;0;18;3;36;10;9;0
28;49;33;30;8;4;8;0
34;47;17;47;28;10;8;0
45;20;41;29;8;4;10;0
17;26;42;14;45;0;3;0
21;16;29;11;3;0;0;0
34;24;12;12;48;7;6;0
30;48;30;2;1;3;9;0
10;10;21;21;19;9;5;0
46;21;13;10;22;10;0;0
25;36;25;34;41;9;6;0
11;28;9;44;23;5;0;0
30;6;49;49;15;2;0;0
12;17;15;23;29;2;3;0
23;14;9;25;6;8;10;0
42;18;39;8;33;7;6;0
6;28;39;12;38;9;2;0
40;17;0;16;5;5;4;0
36;46;10;33;0;7;9;0
6;13;41;27;27;6;9;0
12;33;19;30;19;2;1;0
10;25;11;49;21;0;3;0
15;19;46;44;13;1;5;0
31;14;41;47;23;9;6;0
0;18;24;5;10;5;7;0
26;17;19;26;0;3;9;0
38;34;14;36;39;3;9;0
39;29;7;43;36;6;7;0
7;12;25;12;15;3;10;0
23;36;31;41;49;8;2;0
4;3;11;1;15;0;3;0
34;1;40;14;48;7;5;0
41;49;30;25;2;10;0;0
38;24;33;41;16;9;2;0
24;27;43;29;49;7;8;0
9;19;46;31;33;0;11;0
13;23;40;32;11;4;9;0
34;2;31;13;33;7;3;0
9;1;19;7;43;4;1;0
14;39;15;34;3;7;7;0
28;26;41;14;16;10;5;0
31;0;13;19;31;11;10;0
15;3;16;17;46;9;3;0
31;34;29;46;32;2;3;0
27;19;32;7;48;7;11;0
5;21;39;19;11;0;7;0
34;30;7;15;20;4;3;0
9;23;49;40;38;4;4;0
9;23;4;43;40;4;4;0
28;42;16;42;9;1;0;0
4;45;23;40;42;0;11;0
41;3;39;25;21;5;9;0
19;24;6;29;48;0;10;0
1;27;13;37;11;10;5;0
20;10;36;26;47;4;0;0
46;31;39;45;44;6;6;0
33;20;35;10;4;1;3;0
35;41;44;12;3;3;5;0
32;40;33;20;21;10;9;0
46;41;36;16;21;0;7;0
32;38;20;49;8;9;3;0
18;24;28;38;36;6;2;0
19;46;7;43;1;8;7;0
20;2;26;36;28;3;5;0
18;12;10;0;29;1;4;0
21;32;31;5;36;10;2;0
14;19;30;31;34;1;4;0
19;2;25;38;3;9;1;0
42;43;31;10;44;11;11;0
47;47;13;27;41;2;5;0
0;24;9;39;34;4;1;0
25;10;6;38;0;4;2;0
46;0;18;4;10;5;5;0
30;34;40;31;39;7;9;0
13;38;6;30;27;10;10;0
29;21;35;21;38;4;0;0
21;9;36;43;41;5;9;0
12;49;33;36;24;3;11;0
40;43;6;13;37;3;11;0
35;15;44;23;22;11;1;0
12;31;13;45;15;1;8;0
21;27;48;27;22;8;1;0
18;8;1;13;4;2;1;0
15;16;36;26;13;2;8;0
47;42;28;8;49;1;8;0
23;29;15;41;39;3;8;0
7;43;8;22;19;4;2;0
5;2;7;21;49;0;9;0
41;24;47;40;47;9;6;0
10;4;1;39;39;8;3;0
17;2;1;46;19;2;7;0
34;17;8;0;49;6;4;0
20;27;16;27;40;4;11;0
20;31;38;27;38;7;0;0
28;20;4;48;30;10;1;0
39;35;3;27;8;5;7;0
23;39;7;17;14;0;10;0
30;21;35;11;49;11;3;0
37;10;21;16;13;1;6;0
21;48;3;20;35;10;6;0
18;34;36;26;49;1;4;0
32;16;1;1;48;7;11;0
45;19;41;20;6;7;5;0
7;0;49;5;17;8;11;0
20;13;7;34;34;4;5;0
10;29;3;40;40;6;9;0
16;25;2;6;20;5;8;0
35;8;38;35;20;1;11;0
42;20;43;8;2;2;5;0
48;36;32;46;41;1;2;0
20;18;32;12;31;7;2;0
37;46;18;42;40;6;0;0
38;39;6;33;48;0;9;0
46;0;20;26;14;1;0;0
0;33;10;27;49;4;4;0
41;46;45;10;8;7;10;0
15;40;12;34;7;7;7;0
9;6;46;24;39;3;0;0
19;12;34;19;33;11;8;0
30;17;2;26;46;5;9;0
48;36;48;10;4;11;2;0
30;43;1;29;16;2;3;0
20;1;23;42;29;7;3;0
3;37;37;33;19;3;11;0
32;5;5;17;40;9;3;0
41;35;8;10;26;11;4;0
15;41;27;22;43;9;7;0
38;41;44;23;7;0;7;0
2;37;6;15;41;10;0;0
23;41;17;25;32;9;9;0
5;43;4;25;2;6;6;0
26;11;0;15;23;3;7;0
44;0;48;0;20;3;0;0
5;7;29;6;8;2;11;0
2;4;42;2;29;6;4;0
39;20;15;16;11;9;9;0
29;23;28;41;16;5;3;0
39;15;33;45;46;5;4;0
15;31;2;45;19;3;3;0
13;24;27;18;38;1;3;0
13;1;16;30;47;8;1;0
6;38;24;44;14;4;0;0
45;0;28;33;12;10;7;0
5;11;6;35;36;8;4;0
36;18;11;30;44;5;0;0
21;17;42;0;21;7;5;0
31;6;14;4;18;1;8;0
29;26;22;26;38;1;9;0
15;26;11;45;41;4;8;0
3;38;32;37;42;11;5;0
21;15;41;0;19;1;0;0
19;3;0;37;33;10;6;0
19;4;33;40;24;4;3;0
40;7;40;13;19;2;10;0
31;14;5;5;4;10;0;0
14;38;37;0;7;7;0;0
11;21;22;19;38;5;8;0
21;10;1;20;26;5;7;0
32;43;14;22;9;7;2;0
17;26;30;35;47;5;7;0
29;33;16;45;19;11;7;0
6;46;41;30;22;7;10;0
5;45;5;16;20;0;8;0
15;4;23;15;6;8;7;0
35;12;36;34;7;1;7;0
14;10;12;17;4;5;3;0
48;49;44;8;28;11;10;0
7;35;17;31;13;2;4;0
49;29;29;42;36;9;8;0
33;49;3;10;29;1;0;0
43;33;9;19;23;6;1;0
33;46;5;38;3;4;10;0
46;3;1;19;10;6;7;0
9;46;12;48;2;5;11;0
32;22;35;22;2;3;7;0
46;12;8;16;20;5;11;0
14;48;41;20;12;8;5;0
12;18;1;41;10;9;8;0
26;24;13;11;40;3;10;0
12;14;29;49;38;8;4;0
32;41;16;15;44;9;9;0
14;49;37;25;6;2;4;0
12;3;23;30;41;5;10;0
35;1;9;43;33;11;9;0
32;21;40;48;16;6;5;0
1;27;19;8;9;8;4;0
8;48;10;29;36;1;11;0
22;19;19;8;24;7;2;0
34;46;28;47;30;3;1;0
15;42;19;13;20;11;9;0
4;32;27;4;7;0;11;0
9;45;32;26;15;4;4;0
30;45;36;32;48;4;1;0
30;0;36;4;35;8;5;0
9;18;14;4;1;11;7;0
36;15;20;49;32;3;5;0
17;6;26;12;16;3;6;0
17;3;30;0;41;9;1;0
45;37;43;18;42;8;4;0
19;49;47;46;15;0;3;0
45;15;17;17;38;4;10;0
12;10;40;30;9;2;8;0
12;25;13;12;27;11;5;0
15;0;37;35;8;10;11;0
2;3;32;15;4;4;8;0
5;27;47;49;13;4;2;0
48;20;41;24;5;5;7;0
39;3;39;4;31;8;9;0
0;23;24;27;24;3;1;0
6;38;6;14;34;3;1;0
15;10;8;15;17;2;9;0
10;27;34;3;3;3;3;0
29;22;4;18;32;7;1;0
27;49;44;0;28;11;0;0
46;31;47;1;13;2;11;0
32;4;33;34;39;9;1;0
26;35;18;30;0;1;2;0
0;15;20;9;42;0;8;0
14;4;2;24;26;8;11;0
19;1;12;34;43;7;2;0
31;12;26;9;4;10;3;0
1;26;24;47;24;1;4;0
0;33;46;13;43;1;3;0
37;23;16;47;5;3;0;0
16;23;30;25;42;5;9;0
38;4;28;43;42;7;2;0
34;45;45;34;33;3;3;0
43;38;27;4;30;0;3;0
3;20;18;42;21;1;10;0
25;1;25;25;40;10;0;0
22;14;23;27;14;5;1;0
32;8;19;17;2;0;3;0
2;8;31;31;42;1;3;0
42;1;12;35;14;10;9;0
11;44;25;7;26;10;3;0
30;43;0;2;14;2;5;0
48;45;9;43;40;3;4;0
5;35;18;37;29;4;1;0
2;10;40;34;8;9;4;0
42;9;20;36;17;7;10;0
37;6;41;42;19;0;11;0
6;14;43;28;37;4;11;0
39;48;35;46;10;3;4;0
41;23;7;38;32;6;4;0
12;49;28;8;30;10;7;0
18;40;36;34;41;1;1;0
3;4;43;31;30;4;2;0
33;37;44;39;46;2;10;0
39;42;8;14;21;9;4;0
1;9;12;21;36;8;10;0
9;0;33;37;31;9;7;0
32;43;19;6;27;8;6;0
5;30;37;43;32;9;5;0
36;45;46;2;28;2;2;0
37;21;16;5;22;7;6;0
10;3;19;19;21;7;1;0
49;24;6;47;24;6;8;0
0;9;8;30;49;7;0;0
35;20;42;0;34;3;6;0
11;37;19;33;4;4;1;0
5;26;32;2;15;1;2;0
16;49;7;12;29;11;8;0
36;3;40;33;26;11;7;0
32;43;43;47;21;1;11;0
36;16;36;0;20;3;1;0
41;44;46;2;21;6;7;0
49;31;2;20;38;4;8;0
39;11;25;39;48;10;1;0
16;4;20;19;4;10;10;0
12;22;9;7;39;8;2;0
18;16;41;26;18;5;4;0
1;25;43;43;18;0;10;0
0;3;5;15;23;3;0;0
33;0;21;43;14;0;9;0
2;38;24;5;38;7;11;0
36;8;21;7;32;10;4;0
12;41;4;43;2;1;1;0
36;7;18;1;30;6;10;0
22;14;25;8;29;6;9;0
35;17;7;8;44;9;9;0
11;10;44;26;20;10;6;0
13;18;12;23;20;11;8;0
11;42;49;14;4;2;7;0
26;46;20;37;34;0;0;0
21;28;20;2;49;1;6;0
48;45;41;44;39;8;10;0
41;4;28;15;47;0;11;0
0;25;33;20;43;6;8;0
41;8;9;48;11;9;6;0
11;4;42;40;4;8;10;0
47;39;16;0;28;10;0;0
4;2;26;27;28;5;6;0
32;16;22;6;47;4;6;0
16;43;5;33;28;11;9;0
44;18;36;48;12;9;9;0
1;24;43;23;29;6;6;0
38;20;30;37;43;5;5;0
26;21;6;14;32;8;10;0
5;27;7;4;45;8;11;0
42;40;5;24;9;6;6;0
7;37;46;8;45;11;2;0
10;49;5;19;17;3;2;0
4;17;49;46;26;3;3;0
2;36;36;31;1;3;10;0
45;23;3;6;40;2;9;0
26;26;21;20;41;10;10;0
32;42;34;30;35;8;3;0
7;17;42;36;40;8;4;0
41;21;0;4;46;6;1;0
0;30;41;0;9;10;7;0
6;1;8;9;4;4;2;0
3;39;40;48;37;2;2;0
49;34;37;6;15;7;3;0
39;29;11;13;41;10;6;0
9;2;1;17;48;1;11;0
42;45;14;38;43;0;6;0
2;30;12;28;25;5;4;0
21;38;13;5;25;9;9;0
1;26;29;15;49;5;9;0
38;42;20;33;23;8;7;0
39;14;18;4;27;1;2;0
22;34;8;39;41;4;1;0
7;11;9;39;8;10;2;0
23;23;20;46;47;2;8;0
44;4;28;8;24;7;0;0
4;49;31;26;0;0;9;0
12;43;40;20;49;2;0;0
42;47;4;9;41;7;10;0
34;4;13;40;20;11;1;0
13;12;17;25;22;9;1;0
9;0;15;24;26;3;4;0
30;3;21;46;0;10;6;0
29;19;32;29;27;9;2;0
19;8;31;39;25;5;10;0
43;38;0;2;15;0;0;0
43;27;24;5;14;0;8;0
18;15;44;16;8;5;2;0
1;49;1;24;11;4;2;0
8;7;14;5;39;2;10;0
12;22;46;7;27;3;10;0
3;36;29;7;25;8;9;0
15;28;6;8;9;2;4;0
5;12;44;48;35;4;5;0
42;33;14;32;25;3;6;0
38;25;30;22;15;7;5;0
12;44;40;43;16;9;9;0
12;9;39;30;24;1;1;0
23;34;2;47;1;10;10;0
30;19;2;47;36;10;5;0
42;38;18;49;0;11;7;0
5;19;6;18;6;7;2;0
37;9;10;11;4;3;0;0
12;23;10;33;4;2;0;0
18;1;20;25;13;11;2;0
43;31;46;46;4;2;8;0
31;11;31;41;40;8;8;0
5;22;38;42;9;10;1;0
33;2;43;11;45;3;3;0
35;36;40;33;30;2;4;0
3;24;1;11;16;7;8;0
49;10;40;40;33;0;2;0
38;32;39;8;2;1;9;0
19;15;45;41;35;6;5;0
47;22;18;27;41;6;0;0
42;39;43;1;28;2;7;0
36;30;35;32;40;0;6;0
31;44;1;9;20;8;0;0
13;17;19;48;14;8;5;0
48;36;42;37;36;11;6;0
42;22;7;0;37;6;6;0
7;33;12;42;2;2;7;0
34;9;2;18;45;3;11;0
23;19;10;12;14;7;2;0
18;26;49;26;13;4;2;0
22;8;21;1;48;8;11;0
29;37;15;30;49;0;0;0
11;35;5;41;42;3;5;0
14;25;12;7;30;10;10;0
24;38;43;9;47;11;10;0
47;6;45;33;33;9;6;0
25;20;46;19;6;9;8;0
35;0;39;5;45;11;2;0
17;38;28;38;35;0;7;0
3;8;49;27;7;8;1;0
5;38;33;1;43;5;8;0
0;27;2;48;43;6;10;0
49;4;47;49;45;2;5;0
17;40;1;31;46;1;10;0
12;23;28;8;45;3;4;0
44;45;31;37;30;2;11;0
40;44;37;47;47;8;4;0
2;45;27;17;40;8;4;0
39;26;41;14;19;3;4;0
6;44;30;47;42;3;9;0
43;19;10;11;1;3;11;0
22;24;37;40;1;7;9;0
0;34;41;8;37;8;7;0
39;45;15;17;33;5;5;0
33;35;24;25;14;5;4;0
11;14;33;27;39;4;4;0
26;49;40;21;22;3;1;0
25;11;0;27;16;0;3;0
14;21;3;46;0;9;4;0
33;28;27;12;48;4;5;0
18;24;12;31;20;0;0;0
36;34;47;1;44;9;8;0
36;17;4;17;40;3;2;0
28;3;42;46;37;11;8;0
19;4;7;20;7;10;2;0
41;6;47;18;37;9;0;0
44;47;25;20;18;9;11;0
7;1;32;4;9;2;7;0
39;16;49;26;37;9;7;0
45;2;34;17;27;2;6;0
22;34;26;7;45;8;4;0
33;25;22;17;45;3;2;0
17;16;4;25;26;6;11;0
0;18;41;10;13;7;5;0
41;23;45;27;1;2;4;0
8;18;32;34;32;8;5;0
26;47;26;17;23;9;3;0
19;19;30;45;16;11;2;0
42;1;12;13;35;3;8;0
44;39;41;27;5;9;2;0
26;14;45;0;33;8;9;0
26;18;22;45;20;0;4;0
12;22;9;7;27;11;4;0
32;42;30;24;42;9;9;0
41;48;14;22;18;7;2;0
15;2;22;2;36;1;8;0
5;25;12;18;24;1;1;0
18;3;20;26;32;8;5;0
33;17;5;13;48;2;9;0
44;12;9;37;42;2;5;0
41;15;7;39;9;1;0;0
27;22;38;24;9;3;5;0
0;23;45;26;24;2;6;0
30;0;3;35;40;11;3;0
28;37;38;28;42;10;7;0
33;41;38;20;47;1;1;0
9;20;41;28;18;4;1;0
6;19;14;36;26;9;2;0
1;6;39;31;35;7;1;0
43;27;21;31;29;6;1;0
24;30;10;24;4;9;11;0
3;15;49;7;27;9;3;0
47;1;18;48;10;0;6;0
25;11;38;8;36;7;4;0
36;38;31;45;4;4;8;0
9;19;32;19;15;6;10;0
45;29;33;31;10;6;9;0
11;29;6;30;40;6;11;0
28;25;5;22;49;10;5;0
13;1;14;41;4;8;3;0
11;0;47;17;25;0;3;0
22;46;41;26;30;4;5;0
30;40;14;13;11;8;1;0
19;23;5;16;44;0;6;0
26;18;46;6;33;10;9;0
13;16;25;6;21;1;9;0
47;6;46;0;34;5;11;0
26;33;45;6;4;9;2;0
20;36;27;19;1;11;1;0
17;4;5;16;25;7;6;0
10;45;36;35;36;6;4;0
31;42;9;28;44;5;9;0
11;41;0;20;37;3;0;0
19;44;22;16;17;0;7;0
22;49;36;48;10;10;8;0
36;35;6;40;9;2;1;0
37;40;38;11;47;1;3;0
31;40;8;35;43;7;3;0
23;5;13;44;45;3;2;0
48;1;3;41;35;10;7;0
37;24;48;11;30;6;8;0
5;5;49;14;41;8;10;0
40;0;43;18;5;0;5;0
44;18;28;12;6;3;11;0
37;10;25;21;49;7;9;0
12;33;18;45;5;10;3;0
24;13;44;41;35;5;6;0
11;4;6;14;24;6;2;0
31;6;37;22;32;7;7;0
24;30;1;18;6;2;9;0
41;29;16;46;29;2;0;0
15;41;42;39;46;11;3;0
42;26;27;9;6;5;10;0
40;38;4;24;18;10;0;0
5;12;27;26;15;8;1;0
1;15;39;22;28;4;2;0
47;16;33;8;7;7;9;0
47;43;21;4;44;3;6;0
0;33;37;13;23;7;9;0
24;24;8;31;4;9;7;0
48;36;29;26;44;11;10;0
49;43;17;39;37;10;11;0
6;13;19;42;28;0;8;0
37;49;2;44;25;5;10;0
3;49;37;41;47;1;2;0
6;38;12;23;5;10;11;0
6;27;22;36;21;5;0;0
31;2;23;41;11;10;11;0
48;34;34;22;16;6;8;0
21;3;9;26;37;8;3;0
3;29;12;31;1;4;8;0
45;43;31;8;36;10;7;0
3;41;12;48;38;8;9;0
5;40;9;20;33;2;6;0
24;15;10;12;41;9;10;0
25;29;8;34;5;3;3;0
40;30;7;16;25;9;9;0
42;40;24;41;30;1;5;0
8;49;32;30;29;10;10;0
5;3;10;0;19;1;2;0
36;16;49;41;28;7;9;0
11;22;32;17;19;3;1;0
28;17;49;21;19;6;10;0
20;43;47;27;2;8;2;0
18;13;40;6;24;3;8;0
6;49;27;36;14;11;4;0
35;10;31;45;37;1;5;0
35;19;49;44;23;10;9;0
32;9;23;47;14;5;4;0
22;20;45;37;0;1;1;0
13;10;44;10;16;9;5;0
8;49;32;40;34;1;11;0
4;4;42;43;39;7;1;0
33;48;40;43;10;1;9;0
43;20;18;18;4;3;6;0
21;21;11;34;11;7;0;0
37;31;24;19;45;4;6;0
20;35;17;18;40;5;4;0
37;15;40;24;0;8;3;0
27;32;14;32;4;4;7;0
23;33;6;31;45;9;8;0
22;34;21;27;33;10;1;0
38;16;44;48;32;1;4;0
9;29;16;8;18;0;7;0
37;14;30;37;31;7;8;0
24;27;5;9;37;10;7;0
5;19;4;17;46;8;6;0
30;4;28;5;46;9;8;0
11;19;3;41;45;3;2;0
6;33;22;9;39;0;5;0
19;49;18;41;14;10;8;0
11;24;25;14;1;7;8;0
4;9;2;23;27;7;10;0
25;24;27;8;47;10;11;0
32;39;46;36;30;0;11;0
41;4;2;19;38;8;8;0
42;2;34;39;38;7;3;0
17;34;14;46;25;0;8;0
16;17;18;35;5;8;7;0
27;10;42;7;29;0;11;0
42;12;44;30;32;6;2;0
11;21;21;19;32;9;9;0
15;37;6;35;29;10;9;0
1;41;29;38;25;4;10;0
28;28;36;37;26;11;6;0
47;43;19;44;38;4;4;0
29;24;27;44;20;5;2;0
7;4;38;17;36;8;9;0
32;2;48;36;23;0;6;0
12;21;38;41;23;6;6;0
39;11;19;18;11;7;2;0
32;41;12;49;48;7;6;0
38;38;25;28;11;8;11;0
44;41;19;29;5;1;11;0
33;13;42;40;41;4;6;0
7;1;32;29;47;1;8;0
48;47;31;2;49;3;11;0
20;27;1;33;19;1;3;0
12;15;42;9;29;11;2;0
23;18;39;28;10;6;4;0
37;38;15;3;8;8;3;0
36;30;19;4;30;8;2;0
27;15;38;23;24;2;0;0
6;8;17;31;45;9;9;0
28;10;0;12;1;1;0;0
40;43;37;4;12;5;11;0
16;42;5;40;4;1;1;0
45;33;1;34;32;8;1;0
25;39;4;37;2;10;7;0
32;24;5;6;1;5;9;0
19;7;11;15;2;10;0;0
30;20;6;32;2;0;7;0
34;28;26;1;37;9;7;0
0;41;26;36;28;11;11;0
41;29;25;8;18;0;7;0
27;14;24;38;44;6;1;0
36;12;9;13;35;4;10;0
48;3;48;21;38;4;4;0
10;43;43;12;47;6;2;0
34;8;33;18;39;1;3;0
30;31;48;28;17;11;5;0
9;49;0;4;23;11;5;0
2;9;36;42;6;7;0;0
0;39;33;15;7;8;1;0
27;10;11;33;49;0;2;0
24;20;39;29;17;4;10;0
1;10;37;14;19;0;9;0
27;6;11;17;36;6;6;0
34;48;4;36;16;6;4;0
33;46;22;6;12;0;7;0
19;26;20;46;20;7;6;0
45;15;15;24;12;10;5;0
26;48;45;47;49;9;3;0
6;13;40;22;3;4;0;0
15;3;43;9;6;3;3;0
33;24;20;20;10;9;7;0
2;39;8;43;15;3;4;0
29;7;41;20;30;2;2;0
12;12;47;4;12;6;8;0
32;46;21;8;16;8;6;0
11;11;32;14;1;0;7;0
14;3;22;16;30;8;7;0
3;36;27;45;22;3;10;0
36;30;41;45;3;0;7;0
5;9;6;1;39;11;11;0
37;45;17;7;37;3;3;0
46;3;3;8;29;4;2;0
13;43;4;36;4;3;2;0
2;2;44;9;36;9;3;0
0;32;36;10;3;11;6;0
2;13;43;30;15;0;7;0
10;20;15;40;35;9;1;0
31;42;6;0;7;3;5;0
46;4;13;47;16;9;8;0
47;37;5;4;25;0;7;0
15;48;36;36;31;7;6;0
37;42;28;44;38;6;3;0
30;20;43;17;27;8;9;0
27;2;17;9;45;4;9;0
23;36;14;33;21;0;6;0
33;1;43;28;33;4;6;0
22;32;42;25;44;11;6;0
33;10;21;31;17;9;3;0
47;42;16;21;9;6;1;0
46;12;38;17;19;1;9;0
27;14;30;1;44;4;7;0
43;4;36;23;1;0;5;0
43;30;48;49;38;10;5;0
27;10;49;44;33;1;3;0
19;14;23;2;13;11;2;0
32;37;14;24;29;7;7;0
36;47;23;3;10;9;9;0
40;1;47;48;21;2;3;0
45;19;0;8;48;5;6;0
32;45;31;30;30;3;10;0
38;47;46;38;41;2;7;0
14;43;24;10;17;0;11;0
14;5;41;28;21;7;2;0
32;33;18;24;30;10;4;0
6;32;28;5;20;10;7;0
26;32;6;44;28;8;11;0
17;1;48;49;12;9;5;0
6;1;19;32;12;0;1;0
13;31;44;17;48;1;5;0
24;28;0;34;38;3;7;0
38;1;45;7;27;0;4;0
29;32;33;38;48;4;10;0
24;36;17;33;36;9;9;0
24;43;34;17;39;8;6;0
36;3;36;27;5;8;8;0
45;7;6;16;46;11;2;0
9;29;3;23;1;6;7;0
3;15;49;39;38;8;2;0
19;47;2;37;44;1;5;0
36;38;20;28;32;10;7;0
12;44;19;0;30;10;9;0
26;22;37;11;3;5;9;0
46;0;23;22;5;3;10;0
13;11;46;11;33;9;5;0
23;49;12;27;43;10;5;0
27;20;49;33;45;6;0;0
1;43;5;4;10;1;4;0
19;35;27;37;17;4;5;0
0;5;8;36;8;8;7;0
19;24;40;2;9;11;10;0
14;16;48;45;44;9;1;0
21;17;41;39;11;1;3;0
44;2;32;26;35;8;1;0
6;28;21;4;5;10;10;0
21;40;6;18;32;0;3;0
22;2;26;46;28;7;5;0
33;46;36;4;20;0;4;0
42;11;25;43;45;5;2;0
26;9;40;2;43;7;6;0
29;49;29;49;35;9;10;0
4;8;15;5;0;1;7;0
32;17;49;12;16;2;0;0
37;5;36;5;3;9;2;0
20;34;27;47;39;3;7;0
39;43;7;19;27;2;10;0
47;21;48;23;48;3;10;0
29;5;24;15;46;5;2;0
20;4;31;8;10;11;1;0
15;11;41;0;47;8;0;0
26;4;30;15;10;5;5;0
23;25;31;43;21;2;1;0
36;2;29;31;26;4;10;0
36;6;46;36;19;0;5;0
11;3;17;24;4;9;10;0
2;14;32;6;35;11;0;0
16;48;14;46;17;2;9;0
28;14;11;23;3;8;6;0
22;14;11;43;15;2;11;0
41;45;4;30;9;11;0;0
31;2;19;10;41;1;7;0
1;4;41;36;29;10;3;0
43;49;37;6;38;3;5;0
43;11;29;31;34;7;0;0
27;31;28;3;23;9;2;0
1;30;23;26;43;11;7;0
27;39;45;45;16;4;3;0
10;35;33;11;27;4;7;0
26;11;14;11;26;1;9;0
11;28;48;6;13;11;5;0
34;37;18;30;20;7;7;0
22;2;18;30;1;6;1;0
21;42;12;39;46;3;6;0
45;36;10;2;28;2;7;0
34;28;19;42;24;2;9;0
35;5;43;34;25;5;8;0
37;45;0;44;2;2;8;0
3;22;18;20;4;11;11;0
47;38;8;15;30;7;11;0
19;22;2;13;29;0;5;0
31;45;15;1;35;10;11;0
36;11;11;23;44;9;2;0
35;4;40;37;7;6;8;0
45;1;42;28;8;11;6;0
41;7;1;40;11;2;1;0
4;36;10;47;1;7;5;0
4;42;24;9;22;6;10;0
1;31;2;8;7;1;9;0
2;24;15;39;47;6;3;0
43;39;15;36;4;5;5;0
24;11;6;14;41;9;6;0
43;6;47;9;4;7;0;0
6;36;31;35;36;0;9;0
22;10;29;18;4;10;1;0
49;16;4;40;14;9;2;0
28;3;21;36;45;9;3;0
14;0;47;12;9;0;4;0
28;5;32;18;32;4;10;0
48;32;38;18;38;9;5;0
8;40;12;4;9;6;3;0
28;47;44;36;49;9;8;0
25;48;12;4;6;4;0;0
30;7;20;20;30;7;6;0
4;2;24;3;22;7;5;0
19;35;38;20;27;11;10;0
31;43;0;16;39;10;10;0
14;22;49;46;30;3;9;0
13;48;40;21;39;6;9;0
19;44;14;48;46;4;3;0
46;33;1;29;23;5;8;0
12;24;0;27;44;5;4;0
11;45;29;20;22;7;5;0
33;38;49;4;1;3;4;0
38;18;18;45;47;7;8;0
27;46;39;48;30;10;2;0
32;34;43;41;47;9;10;0
0;6;39;3;24;10;11;0
39;4;17;20;28;6;0;0
37;14;23;41;1;11;9;0
42;5;43;2;21;8;2;0
12;47;17;17;14;11;0;0
28;22;36;44;41;8;3;0
11;32;49;46;1;7;1;0
14;14;36;35;48;4;3;0
20;6;29;11;23;2;7;0
41;32;47;16;40;4;6;0
33;46;29;28;6;3;5;0
44;0;31;34;41;8;1;0
4;48;5;37;28;8;3;0
23;28;21;8;29;5;0;0
25;0;26;3;22;1;9;0
16;11;21;48;17;8;7;0
10;3;5;14;1;8;9;0
